constituency_number,constituency_name,serial_number,candidate_name,party,evm_votes,postal_votes,total_votes,vote_percentage,constituency_name_freq,party_freq
186.0,DANAPUR,6.0,missing,Independent,998.0,3.0,1001.0,0.45,0.0027981811822315496,0.3235396991955229
160.0,DHORAIYA,3.0,missing,Rashtriya Janata Dal,90304.0,281.0,90585.0,41.05,0.0031479538300104933,0.050017488632388946
196.0,TARARI,13.0,missing,Independent,390.0,0.0,390.0,0.2,0.005596362364463099,0.3235396991955229
242.0,JHAJHA,9.0,missing,Independent,3139.0,2.0,3141.0,1.29,0.003497726477789437,0.3235396991955229
148.0,ALAULI,3.0,missing,Janata Dal (United),92886.0,322.0,93208.0,51.94,0.002098635886673662,0.035327037425673315
196.0,TARARI,1.0,missing,Communist Party of India (Marxist-Leninist) (Liberation),84911.0,512.0,85423.0,43.72,0.005596362364463099,0.006995452955578874
123.0,HAJIPUR,8.0,missing,Jan Suraaj Party,4605.0,96.0,4701.0,2.09,0.004547044421126268,0.0832458901713886
80.0,BENIPUR,3.0,missing,Janata Dal (United),83781.0,426.0,84207.0,44.7,0.005246589716684155,0.035327037425673315
134.0,UJIARPUR,2.0,missing,Rashtriya Janata Dal,102292.0,415.0,102707.0,44.66,0.005596362364463099,0.050017488632388946
224.0,RAFIGANJ,13.0,missing,None of the Above,4954.0,4.0,4958.0,2.21,0.004547044421126268,0.08499475341028331
187.0,MANER,7.0,missing,Rashtriya Jansambhavna Party,986.0,1.0,987.0,0.44,0.004896817068905212,0.017488632388947184
30.0,BELSAND,2.0,missing,Bahujan Samaj Party,7567.0,33.0,7600.0,4.15,0.003497726477789437,0.06330884924798881
196.0,TARARI,16.0,missing,None of the Above,4074.0,4.0,4078.0,2.09,0.005596362364463099,0.08499475341028331
56.0,AMOUR,5.0,missing,All India Majlis-E-Ittehadul Muslimeen,100756.0,80.0,100836.0,43.5,0.003497726477789437,0.009793634137810424
89.0,AURAI,5.0,missing,Jan Suraaj Party,8648.0,57.0,8705.0,4.19,0.0027981811822315496,0.0832458901713886
190.0,PALIGANJ,12.0,missing,Independent,1421.0,1.0,1422.0,0.78,0.005246589716684155,0.3235396991955229
156.0,BHAGALPUR,13.0,missing,None of the Above,1970.0,4.0,1974.0,1.0,0.004547044421126268,0.08499475341028331
136.0,SARAIRANJAN,9.0,missing,None of the Above,4424.0,4.0,4428.0,2.13,0.0031479538300104933,0.08499475341028331
159.0,AMARPUR,4.0,missing,Bahujan Samaj Party,1510.0,5.0,1515.0,0.78,0.004197271773347324,0.06330884924798881
34.0,BABUBARHI,6.0,missing,Right to Recall Party,460.0,1.0,461.0,0.22,0.004197271773347324,0.0027981811822315496
65.0,BALRAMPUR,1.0,missing,Bahujan Samaj Party,1435.0,3.0,1438.0,0.52,0.00664568030779993,0.06330884924798881
15.0,KESARIA,5.0,missing,Vikassheel Insaan Party,61591.0,261.0,61852.0,35.01,0.0038474991255683807,0.004197271773347324
82.0,DARBHANGA RURAL,1.0,missing,Bahujan Samaj Party,2117.0,1.0,2118.0,1.16,0.004896817068905212,0.06330884924798881
91.0,BOCHAHAN,5.0,missing,Jan Suraaj Party,5207.0,48.0,5255.0,2.4,0.0031479538300104933,0.0832458901713886
99.0,BAIKUNTHPUR,1.0,missing,Bahujan Samaj Party,4116.0,26.0,4142.0,1.95,0.0027981811822315496,0.06330884924798881
80.0,BENIPUR,9.0,missing,Open people's Party,862.0,1.0,863.0,0.46,0.005246589716684155,0.0003497726477789437
14.0,GOVINDGANJ,9.0,missing,None of the Above,2906.0,5.0,2911.0,1.59,0.0031479538300104933,0.08499475341028331
104.0,HATHUA,5.0,missing,Rashtriya Sab Janshakti Party,760.0,1.0,761.0,0.39,0.0038474991255683807,0.0006995452955578874
188.0,PHULWARI,4.0,missing,Rashtriya Lok Janshakti Party,2594.0,4.0,2598.0,1.01,0.004547044421126268,0.012591815320041973
106.0,ZIRADEI,9.0,missing,Independent,2262.0,1.0,2263.0,1.43,0.0038474991255683807,0.3235396991955229
238.0,GOBINDPUR,3.0,missing,Jan Suraaj Party,3901.0,16.0,3917.0,2.17,0.003497726477789437,0.0832458901713886
35.0,BISFI,5.0,missing,Jan Suraaj Party,3101.0,23.0,3124.0,1.51,0.0031479538300104933,0.0832458901713886
60.0,RUPAULI,9.0,missing,Rashtriya Jansambhavna Party,352.0,1.0,353.0,0.16,0.005596362364463099,0.017488632388947184
94.0,MUZAFFARPUR,9.0,missing,Lok Chetna Dal,275.0,0.0,275.0,0.15,0.007345225603357817,0.001049317943336831
68.0,BARARI,3.0,missing,Janata Dal (United),107689.0,153.0,107842.0,47.18,0.005246589716684155,0.035327037425673315
99.0,BAIKUNTHPUR,6.0,missing,Rashtrawadi Janlok Party (Satya),3489.0,8.0,3497.0,1.65,0.0027981811822315496,0.002448408534452606
190.0,PALIGANJ,4.0,missing,Bahujan Samaj Party,2740.0,5.0,2745.0,1.51,0.005246589716684155,0.06330884924798881
158.0,NATHNAGAR,3.0,missing,Rashtriya Janata Dal,92534.0,185.0,92719.0,38.39,0.005596362364463099,0.050017488632388946
3.0,NARKATIAGANJ,7.0,missing,Jan Suraaj Party,4202.0,36.0,4238.0,2.15,0.004547044421126268,0.0832458901713886
64.0,KADWA,14.0,missing,Independent,2961.0,6.0,2967.0,1.39,0.005946135012242042,0.3235396991955229
74.0,SONBARSHA,7.0,missing,None of the Above,5516.0,6.0,5522.0,2.67,0.002448408534452606,0.08499475341028331
183.0,KUMHRAR,3.0,missing,Aam Aadmi Party,545.0,1.0,546.0,0.31,0.004896817068905212,0.029031129765652326
97.0,PAROO,1.0,missing,Bahujan Samaj Party,4492.0,17.0,4509.0,1.98,0.0038474991255683807,0.06330884924798881
16.0,KALYANPUR,9.0,missing,Independent,1626.0,0.0,1626.0,0.87,0.007345225603357817,0.3235396991955229
49.0,ARARIA,9.0,missing,Independent,1675.0,1.0,1676.0,0.69,0.0038474991255683807,0.3235396991955229
47.0,RANIGANJ,6.0,missing,Independent,1117.0,3.0,1120.0,0.49,0.0027981811822315496,0.3235396991955229
29.0,RUNNISAIDPUR,3.0,missing,Janata Dal (United),93580.0,92.0,93672.0,48.5,0.003497726477789437,0.035327037425673315
215.0,KURTHA,1.0,missing,Rashtriya Lok Samta Party,1420.0,8.0,1428.0,0.86,0.004896817068905212,0.0003497726477789437
184.0,PATNA SAHIB,4.0,missing,Nationalist Congress Party,899.0,3.0,902.0,0.38,0.0038474991255683807,0.005246589716684155
99.0,BAIKUNTHPUR,5.0,missing,Rashtriya Jansambhavna Party,1571.0,3.0,1574.0,0.74,0.0027981811822315496,0.017488632388947184
150.0,BELDAUR,12.0,missing,Independent,1184.0,1.0,1185.0,0.55,0.005246589716684155,0.3235396991955229
40.0,LAUKAHA,3.0,missing,Janata Dal (United),111415.0,346.0,111761.0,48.43,0.004896817068905212,0.035327037425673315
150.0,BELDAUR,11.0,missing,Indian Inclusive Party,9168.0,20.0,9188.0,4.23,0.005246589716684155,0.001049317943336831
203.0,RAMGARH,7.0,missing,None of the Above,1152.0,2.0,1154.0,0.59,0.002448408534452606,0.08499475341028331
32.0,BENIPATTI,1.0,missing,Bahujan Samaj Party,1363.0,5.0,1368.0,0.78,0.004197271773347324,0.06330884924798881
9.0,SIKTA,10.0,missing,Independent,1793.0,0.0,1793.0,0.85,0.004197271773347324,0.3235396991955229
63.0,KATIHAR,11.0,missing,Independent,410.0,0.0,410.0,0.21,0.004197271773347324,0.3235396991955229
64.0,KADWA,7.0,missing,Minorities Democratic Party,822.0,0.0,822.0,0.39,0.005946135012242042,0.0003497726477789437
122.0,SONEPUR,7.0,missing,Independent,3155.0,1.0,3156.0,1.58,0.0031479538300104933,0.3235396991955229
215.0,KURTHA,3.0,missing,Aam Aadmi Party,1441.0,3.0,1444.0,0.87,0.004896817068905212,0.029031129765652326
146.0,BEGUSARAI,15.0,missing,None of the Above,3544.0,16.0,3560.0,1.56,0.005246589716684155,0.08499475341028331
75.0,SAHARSA,9.0,missing,Independent,1550.0,17.0,1567.0,0.6,0.0038474991255683807,0.3235396991955229
91.0,BOCHAHAN,1.0,missing,Aam Aadmi Party,2725.0,6.0,2731.0,1.25,0.0031479538300104933,0.029031129765652326
190.0,PALIGANJ,15.0,missing,None of the Above,3182.0,9.0,3191.0,1.75,0.005246589716684155,0.08499475341028331
60.0,RUPAULI,1.0,missing,Janata Dal (United),124714.0,112.0,124826.0,55.45,0.005596362364463099,0.035327037425673315
15.0,KESARIA,4.0,missing,Jan Suraaj Party,11132.0,74.0,11206.0,6.34,0.0038474991255683807,0.0832458901713886
231.0,TIKARI,12.0,missing,Independent,3704.0,26.0,3730.0,1.75,0.004547044421126268,0.3235396991955229
84.0,HAYAGHAT,1.0,missing,Bahujan Samaj Party,1107.0,8.0,1115.0,0.66,0.004896817068905212,0.06330884924798881
225.0,GURUA,1.0,missing,Bharatiya Janata Party,99423.0,335.0,99758.0,49.02,0.004896817068905212,0.035327037425673315
82.0,DARBHANGA RURAL,5.0,missing,Aam Janta Pragati Party,471.0,1.0,472.0,0.26,0.004896817068905212,0.0031479538300104933
215.0,KURTHA,7.0,missing,Socialist Unity Centre Of India (COMMUNIST),929.0,1.0,930.0,0.56,0.004896817068905212,0.012591815320041973
232.0,BELAGANJ,3.0,missing,Rashtriya Janata Dal,92345.0,458.0,92803.0,45.27,0.004547044421126268,0.050017488632388946
126.0,MAHUA,13.0,missing,Independent,1108.0,2.0,1110.0,0.53,0.005596362364463099,0.3235396991955229
28.0,SITAMARHI,7.0,missing,Independent,260.0,1.0,261.0,0.12,0.004896817068905212,0.3235396991955229
19.0,MOTIHARI,9.0,missing,Independent,1647.0,0.0,1647.0,0.77,0.003497726477789437,0.3235396991955229
217.0,GHOSI,10.0,missing,Independent,3493.0,0.0,3493.0,2.04,0.004197271773347324,0.3235396991955229
227.0,IMAMGANJ,2.0,missing,Jan Suraaj Party,11834.0,78.0,11912.0,5.77,0.0027981811822315496,0.0832458901713886
77.0,MAHISHI,9.0,missing,Independent,397.0,1.0,398.0,0.2,0.005246589716684155,0.3235396991955229
69.0,KORHA,7.0,missing,Independent,1229.0,19.0,1248.0,0.52,0.0031479538300104933,0.3235396991955229
42.0,PIPRA,2.0,missing,Bahujan Samaj Party,2035.0,13.0,2048.0,0.92,0.009094088842252535,0.06330884924798881
110.0,BARHARIA,3.0,missing,Aam Aadmi Party,2170.0,5.0,2175.0,1.1,0.004197271773347324,0.029031129765652326
24.0,BATHNAHA,11.0,missing,Independent,1191.0,3.0,1194.0,0.55,0.004197271773347324,0.3235396991955229
214.0,ARWAL,12.0,missing,Independent,563.0,3.0,566.0,0.33,0.005596362364463099,0.3235396991955229
179.0,BARH,10.0,missing,Independent,801.0,1.0,802.0,0.42,0.004547044421126268,0.3235396991955229
196.0,TARARI,6.0,missing,Jan Suraaj Party,2211.0,60.0,2271.0,1.16,0.005596362364463099,0.0832458901713886
49.0,ARARIA,2.0,missing,Aam Aadmi Party,2220.0,4.0,2224.0,0.92,0.0038474991255683807,0.029031129765652326
106.0,ZIRADEI,11.0,missing,None of the Above,4704.0,3.0,4707.0,2.98,0.0038474991255683807,0.08499475341028331
42.0,PIPRA,11.0,missing,Independent,1965.0,1.0,1966.0,0.88,0.009094088842252535,0.3235396991955229
127.0,RAJA PAKAR,12.0,missing,The Plurals Party,1364.0,1.0,1365.0,0.74,0.005246589716684155,0.0062959076600209865
150.0,BELDAUR,10.0,missing,All India Forward Bloc,636.0,0.0,636.0,0.29,0.005246589716684155,0.0013990905911157748
133.0,SAMASTIPUR,2.0,missing,Janata Dal (United),95476.0,252.0,95728.0,48.14,0.004547044421126268,0.035327037425673315
234.0,WAZIRGANJ,5.0,missing,Janshakti Janta Dal,1315.0,1.0,1316.0,0.63,0.004547044421126268,0.015739769150052464
169.0,SHEIKHPURA,1.0,missing,Aam Aadmi Party,2829.0,5.0,2834.0,1.74,0.003497726477789437,0.029031129765652326
129.0,MAHNAR,9.0,missing,Vikas Insaf Party,432.0,1.0,433.0,0.21,0.00664568030779993,0.0006995452955578874
106.0,ZIRADEI,4.0,missing,Suheldev Bharatiya Samaj Party,2386.0,4.0,2390.0,1.51,0.0038474991255683807,0.00944386149003148
94.0,MUZAFFARPUR,20.0,missing,Independent,1645.0,6.0,1651.0,0.88,0.007345225603357817,0.3235396991955229
1.0,VALMIKI NAGAR,3.0,missing,Indian National Congress,107374.0,356.0,107730.0,46.11,0.0027981811822315496,0.021336131514515563
155.0,KAHALGAON,14.0,missing,None of the Above,3246.0,3.0,3249.0,1.29,0.004896817068905212,0.08499475341028331
166.0,JAMALPUR,2.0,missing,Aam Aadmi Party,1413.0,12.0,1425.0,0.71,0.005596362364463099,0.029031129765652326
223.0,AURANGABAD,12.0,missing,Independent,654.0,4.0,658.0,0.33,0.005596362364463099,0.3235396991955229
5.0,LAURIYA,5.0,missing,Jan Suraaj Party,15609.0,113.0,15722.0,8.2,0.002098635886673662,0.0832458901713886
48.0,FORBESGANJ,7.0,missing,Independent,191.0,0.0,191.0,0.08,0.004896817068905212,0.3235396991955229
16.0,KALYANPUR,8.0,missing,Independent,2586.0,19.0,2605.0,1.4,0.007345225603357817,0.3235396991955229
76.0,SIMRI BAKHTIARPUR,1.0,missing,Rashtriya Janata Dal,101257.0,512.0,101769.0,43.54,0.005596362364463099,0.050017488632388946
161.0,BANKA,1.0,missing,Rashtriya Lok Janshakti Party,1276.0,7.0,1283.0,0.67,0.005246589716684155,0.012591815320041973
93.0,KURHANI,21.0,missing,None of the Above,721.0,8.0,729.0,0.31,0.007345225603357817,0.08499475341028331
236.0,HISUA,14.0,missing,Independent,1945.0,4.0,1949.0,0.9,0.005246589716684155,0.3235396991955229
143.0,TEGHRA,13.0,missing,Independent,3162.0,7.0,3169.0,1.49,0.004896817068905212,0.3235396991955229
70.0,ALAMNAGAR,10.0,missing,Independent,3177.0,1.0,3178.0,1.24,0.0038474991255683807,0.3235396991955229
165.0,MUNGER,12.0,missing,None of the Above,3069.0,6.0,3075.0,1.46,0.004197271773347324,0.08499475341028331
2.0,RAMNAGAR,3.0,missing,Rashtriya Janata Dal,79216.0,318.0,79534.0,37.36,0.0031479538300104933,0.050017488632388946
192.0,SANDESH,8.0,missing,Independent,393.0,5.0,398.0,0.22,0.004197271773347324,0.3235396991955229
73.0,MADHEPURA,12.0,missing,Independent,2818.0,1.0,2819.0,1.18,0.004547044421126268,0.3235396991955229
233.0,ATRI,13.0,missing,None of the Above,3511.0,5.0,3516.0,1.78,0.004547044421126268,0.08499475341028331
195.0,AGIAON,4.0,missing,Janshakti Janta Dal,1317.0,9.0,1326.0,0.86,0.003497726477789437,0.015739769150052464
199.0,BRAHAMPUR,1.0,missing,Bahujan Samaj Party,4557.0,42.0,4599.0,2.23,0.0031479538300104933,0.06330884924798881
219.0,GOH,3.0,missing,Bahujan Samaj Party,1938.0,8.0,1946.0,0.92,0.004197271773347324,0.06330884924798881
60.0,RUPAULI,15.0,missing,Independent,29932.0,54.0,29986.0,13.32,0.005596362364463099,0.3235396991955229
108.0,RAGHUNATHPUR,4.0,missing,Janshakti Janta Dal,991.0,5.0,996.0,0.55,0.0027981811822315496,0.015739769150052464
216.0,JEHANABAD,9.0,missing,Kisan Sangharsh Samiti,1151.0,0.0,1151.0,0.59,0.004197271773347324,0.0013990905911157748
141.0,CHERIA - BARIARPUR,6.0,missing,Jagrook Janta Party,1189.0,1.0,1190.0,0.62,0.003497726477789437,0.013990905911157748
116.0,TARAIYA,9.0,missing,Peoples Party of India (Democratic),879.0,0.0,879.0,0.45,0.005246589716684155,0.00944386149003148
93.0,KURHANI,20.0,missing,Independent,263.0,1.0,264.0,0.11,0.007345225603357817,0.3235396991955229
68.0,BARARI,1.0,missing,Indian National Congress,96496.0,362.0,96858.0,42.37,0.005246589716684155,0.021336131514515563
107.0,DARAULI,6.0,missing,Independent,2459.0,6.0,2465.0,1.41,0.002448408534452606,0.3235396991955229
234.0,WAZIRGANJ,4.0,missing,Bharatiya Janata Party,94184.0,390.0,94574.0,44.99,0.004547044421126268,0.035327037425673315
116.0,TARAIYA,14.0,missing,Independent,2621.0,0.0,2621.0,1.35,0.005246589716684155,0.3235396991955229
28.0,SITAMARHI,2.0,missing,Rashtriya Janata Dal,98243.0,421.0,98664.0,45.54,0.004896817068905212,0.050017488632388946
96.0,BARURAJ,3.0,missing,Rashtriya Ulama Council,511.0,1.0,512.0,0.25,0.004547044421126268,0.0006995452955578874
197.0,JAGDISHPUR,11.0,missing,None of the Above,3945.0,10.0,3955.0,2.1,0.0038474991255683807,0.08499475341028331
74.0,SONBARSHA,2.0,missing,Janata Dal (United),97606.0,227.0,97833.0,47.39,0.002448408534452606,0.035327037425673315
164.0,TARAPUR,2.0,missing,Bahujan Samaj Party,684.0,8.0,692.0,0.32,0.004896817068905212,0.06330884924798881
208.0,SASARAM,13.0,missing,Independent,517.0,4.0,521.0,0.24,0.008044770898915705,0.3235396991955229
181.0,DIGHA,10.0,missing,Independent,1377.0,5.0,1382.0,0.7,0.004197271773347324,0.3235396991955229
187.0,MANER,8.0,missing,Independent,479.0,4.0,483.0,0.21,0.004896817068905212,0.3235396991955229
121.0,PARSA,13.0,missing,None of the Above,4674.0,3.0,4677.0,2.58,0.004547044421126268,0.08499475341028331
130.0,PATEPUR,1.0,missing,Rashtriya Janata Dal,85475.0,501.0,85976.0,41.03,0.0038474991255683807,0.050017488632388946
128.0,RAGHOPUR,10.0,missing,Jantantra Awaj Party,359.0,1.0,360.0,0.15,0.004896817068905212,0.002098635886673662
64.0,KADWA,1.0,missing,Janata Dal (United),99182.0,92.0,99274.0,46.57,0.005946135012242042,0.035327037425673315
230.0,GAYA TOWN,9.0,missing,Samajwadi Lok Parishad,98.0,0.0,98.0,0.06,0.008044770898915705,0.0013990905911157748
193.0,BARHARA,12.0,missing,Independent,9181.0,87.0,9268.0,5.09,0.004896817068905212,0.3235396991955229
150.0,BELDAUR,15.0,missing,None of the Above,7976.0,4.0,7980.0,3.67,0.005246589716684155,0.08499475341028331
234.0,WAZIRGANJ,11.0,missing,Independent,758.0,2.0,760.0,0.36,0.004547044421126268,0.3235396991955229
6.0,NAUTAN,4.0,missing,Janshakti Janta Dal,779.0,3.0,782.0,0.38,0.004197271773347324,0.015739769150052464
18.0,MADHUBAN,8.0,missing,Independent,2005.0,2.0,2007.0,1.09,0.0031479538300104933,0.3235396991955229
132.0,WARISNAGAR,3.0,missing,Rashtriya Lok Janshakti Party,4157.0,21.0,4178.0,1.78,0.004896817068905212,0.012591815320041973
60.0,RUPAULI,7.0,missing,Republican Party of India (A),546.0,0.0,546.0,0.24,0.005596362364463099,0.001049317943336831
232.0,BELAGANJ,2.0,missing,Janata Dal (United),95218.0,467.0,95685.0,46.67,0.004547044421126268,0.035327037425673315
213.0,KARAKAT,5.0,missing,Jagrook Janta Party,549.0,4.0,553.0,0.28,0.004896817068905212,0.013990905911157748
121.0,PARSA,1.0,missing,Rashtriya Janata Dal,88807.0,286.0,89093.0,49.16,0.004547044421126268,0.050017488632388946
189.0,MASAURHI,10.0,missing,None of the Above,5145.0,1.0,5146.0,2.28,0.003497726477789437,0.08499475341028331
119.0,GARKHA,10.0,missing,Independent,9392.0,61.0,9453.0,4.65,0.004896817068905212,0.3235396991955229
170.0,BARBIGHA,2.0,missing,Indian National Congress,36238.0,151.0,36389.0,25.2,0.003497726477789437,0.021336131514515563
137.0,MOHIUDDINNAGAR,6.0,missing,Janta Dal Rashtravadi,514.0,3.0,517.0,0.28,0.004547044421126268,0.001049317943336831
94.0,MUZAFFARPUR,21.0,missing,None of the Above,597.0,9.0,606.0,0.32,0.007345225603357817,0.08499475341028331
23.0,RIGA,5.0,missing,Peoples Party of India (Democratic),351.0,5.0,356.0,0.16,0.0038474991255683807,0.00944386149003148
161.0,BANKA,11.0,missing,Independent,1590.0,1.0,1591.0,0.83,0.005246589716684155,0.3235396991955229
141.0,CHERIA - BARIARPUR,9.0,missing,Independent,2483.0,0.0,2483.0,1.3,0.003497726477789437,0.3235396991955229
104.0,HATHUA,4.0,missing,Bahujan Samaj Party,3776.0,13.0,3789.0,1.93,0.0038474991255683807,0.06330884924798881
142.0,BACHHWARA,4.0,missing,Communist Party of India,21471.0,117.0,21588.0,9.69,0.0031479538300104933,0.0031479538300104933
20.0,CHIRAIA,1.0,missing,Rashtriya Janata Dal,50854.0,358.0,51212.0,25.81,0.002448408534452606,0.050017488632388946
105.0,SIWAN,2.0,missing,Bharatiya Janata Party,92233.0,146.0,92379.0,48.47,0.004896817068905212,0.035327037425673315
184.0,PATNA SAHIB,5.0,missing,Bharatiya Momin Front,567.0,0.0,567.0,0.24,0.0038474991255683807,0.0017488632388947185
220.0,OBRA,15.0,missing,Independent,4564.0,2.0,4566.0,2.23,0.00664568030779993,0.3235396991955229
52.0,BAHADURGANJ,5.0,missing,All India Majlis-E-Ittehadul Muslimeen,87136.0,179.0,87315.0,40.21,0.003497726477789437,0.009793634137810424
121.0,PARSA,12.0,missing,Independent,3208.0,3.0,3211.0,1.77,0.004547044421126268,0.3235396991955229
196.0,TARARI,3.0,missing,Aam Aadmi Party,1212.0,11.0,1223.0,0.63,0.005596362364463099,0.029031129765652326
122.0,SONEPUR,4.0,missing,Bharatiya Janata Party,90591.0,251.0,90842.0,45.59,0.0031479538300104933,0.035327037425673315
241.0,JAMUI,11.0,missing,Independent,1151.0,0.0,1151.0,0.53,0.004547044421126268,0.3235396991955229
157.0,SULTANGANJ,13.0,missing,None of the Above,4106.0,2.0,4108.0,1.96,0.004547044421126268,0.08499475341028331
78.0,KUSHESHWAR ASTHAN,9.0,missing,Independent,2138.0,4.0,2142.0,1.31,0.0038474991255683807,0.3235396991955229
219.0,GOH,5.0,missing,Aazad Samaj Party (Kanshi Ram),6613.0,18.0,6631.0,3.13,0.004197271773347324,0.0062959076600209865
114.0,MANJHI,11.0,missing,Independent,3104.0,3.0,3107.0,1.75,0.004547044421126268,0.3235396991955229
136.0,SARAIRANJAN,2.0,missing,Janata Dal (United),102465.0,327.0,102792.0,49.37,0.0031479538300104933,0.035327037425673315
234.0,WAZIRGANJ,1.0,missing,Indian National Congress,81359.0,482.0,81841.0,38.93,0.004547044421126268,0.021336131514515563
143.0,TEGHRA,7.0,missing,Communist Party of India,77095.0,311.0,77406.0,36.4,0.004896817068905212,0.0031479538300104933
58.0,KASBA,5.0,missing,Jan Suraaj Party,3421.0,9.0,3430.0,1.45,0.004896817068905212,0.0832458901713886
32.0,BENIPATTI,6.0,missing,Janshakti Janta Dal,810.0,1.0,811.0,0.46,0.004197271773347324,0.015739769150052464
91.0,BOCHAHAN,3.0,missing,Lok Janshakti Party (Ram Vilas),107892.0,294.0,108186.0,49.43,0.0031479538300104933,0.009793634137810424
38.0,JHANJHARPUR,9.0,missing,Independent,1992.0,0.0,1992.0,1.03,0.004896817068905212,0.3235396991955229
73.0,MADHEPURA,1.0,missing,Janata Dal (United),100579.0,76.0,100655.0,42.01,0.004547044421126268,0.035327037425673315
145.0,SAHEBPUR KAMAL,11.0,missing,Independent,1283.0,2.0,1285.0,0.68,0.005246589716684155,0.3235396991955229
120.0,AMNOUR,5.0,missing,The Plurals Party,300.0,1.0,301.0,0.18,0.004547044421126268,0.0062959076600209865
230.0,GAYA TOWN,14.0,missing,Independent,738.0,1.0,739.0,0.44,0.008044770898915705,0.3235396991955229
236.0,HISUA,8.0,missing,Suheldev Bharatiya Samaj Party,595.0,1.0,596.0,0.28,0.005246589716684155,0.00944386149003148
95.0,KANTI,14.0,missing,None of the Above,7819.0,4.0,7823.0,3.36,0.004896817068905212,0.08499475341028331
130.0,PATEPUR,11.0,missing,None of the Above,2592.0,6.0,2598.0,1.24,0.0038474991255683807,0.08499475341028331
88.0,GAIGHAT,9.0,missing,None of the Above,3778.0,10.0,3788.0,1.69,0.0031479538300104933,0.08499475341028331
61.0,DHAMDAHA,7.0,missing,Independent,365.0,0.0,365.0,0.15,0.004197271773347324,0.3235396991955229
105.0,SIWAN,4.0,missing,Jan Suraaj Party,2524.0,19.0,2543.0,1.33,0.004896817068905212,0.0832458901713886
128.0,RAGHOPUR,4.0,missing,Nationalist Congress Party,982.0,1.0,983.0,0.41,0.004896817068905212,0.005246589716684155
64.0,KADWA,10.0,missing,Independent,380.0,1.0,381.0,0.18,0.005946135012242042,0.3235396991955229
37.0,RAJNAGAR,2.0,missing,Bahujan Samaj Party,1392.0,2.0,1394.0,0.73,0.0027981811822315496,0.06330884924798881
6.0,NAUTAN,7.0,missing,Jan Suraaj Party,12028.0,54.0,12082.0,5.81,0.004197271773347324,0.0832458901713886
146.0,BEGUSARAI,3.0,missing,Aam Aadmi Party,1113.0,2.0,1115.0,0.49,0.005246589716684155,0.029031129765652326
143.0,TEGHRA,2.0,missing,Bharatiya Janata Party,112423.0,347.0,112770.0,53.04,0.004896817068905212,0.035327037425673315
81.0,ALINAGAR,4.0,missing,Aam Janta Pragati Party,671.0,0.0,671.0,0.39,0.004547044421126268,0.0031479538300104933
81.0,ALINAGAR,9.0,missing,Independent,317.0,3.0,320.0,0.18,0.004547044421126268,0.3235396991955229
239.0,WARSALIGANJ,6.0,missing,Indian National Socialistic Action Forces,345.0,3.0,348.0,0.17,0.003497726477789437,0.002448408534452606
60.0,RUPAULI,13.0,missing,Independent,1251.0,0.0,1251.0,0.56,0.005596362364463099,0.3235396991955229
147.0,BAKHRI,4.0,missing,Nationalist Congress Party,609.0,0.0,609.0,0.29,0.003497726477789437,0.005246589716684155
169.0,SHEIKHPURA,6.0,missing,Independent,683.0,1.0,684.0,0.42,0.003497726477789437,0.3235396991955229
156.0,BHAGALPUR,10.0,missing,Independent,302.0,0.0,302.0,0.15,0.004547044421126268,0.3235396991955229
146.0,BEGUSARAI,2.0,missing,Bharatiya Janata Party,119135.0,371.0,119506.0,52.31,0.005246589716684155,0.035327037425673315
115.0,BANIAPUR,5.0,missing,Jan Suraaj Party,8574.0,64.0,8638.0,4.31,0.0031479538300104933,0.0832458901713886
94.0,MUZAFFARPUR,16.0,missing,Independent,604.0,0.0,604.0,0.32,0.007345225603357817,0.3235396991955229
40.0,LAUKAHA,4.0,missing,Peoples Party of India (Democratic),1287.0,1.0,1288.0,0.56,0.004896817068905212,0.00944386149003148
225.0,GURUA,6.0,missing,Swaraj Party (Loktantrik),520.0,3.0,523.0,0.26,0.004896817068905212,0.0013990905911157748
83.0,DARBHANGA,14.0,missing,None of the Above,1453.0,15.0,1468.0,0.75,0.004896817068905212,0.08499475341028331
117.0,MARHAURA,9.0,missing,Independent,3483.0,0.0,3483.0,1.94,0.003497726477789437,0.3235396991955229
228.0,BARACHATTI,1.0,missing,Rashtriya Janata Dal,99047.0,331.0,99378.0,43.54,0.004197271773347324,0.050017488632388946
79.0,GAURA BAURAM,3.0,missing,All India Majlis-E-Ittehadul Muslimeen,3231.0,12.0,3243.0,1.93,0.004547044421126268,0.009793634137810424
137.0,MOHIUDDINNAGAR,2.0,missing,Aam Aadmi Party,520.0,6.0,526.0,0.29,0.004547044421126268,0.029031129765652326
104.0,HATHUA,9.0,missing,Independent,3639.0,1.0,3640.0,1.86,0.0038474991255683807,0.3235396991955229
243.0,CHAKAI,3.0,missing,Janata Dal (United),67310.0,75.0,67385.0,28.94,0.0038474991255683807,0.035327037425673315
119.0,GARKHA,3.0,missing,Aam Aadmi Party,1006.0,4.0,1010.0,0.5,0.004896817068905212,0.029031129765652326
197.0,JAGDISHPUR,1.0,missing,Rashtriya Janata Dal,74377.0,404.0,74781.0,39.73,0.0038474991255683807,0.050017488632388946
25.0,PARIHAR,1.0,missing,Aam Aadmi Party,2010.0,3.0,2013.0,0.96,0.003497726477789437,0.029031129765652326
